,code,rca_arg,rca_bra,rca_deu,rca_chn,pci,cog,description,export,category,id
193,850423,0.04664352793398703,2.0789616983622143,0.9579525916404872,1.2154399539597684,0.46173619722126497,-0.01169462511891272,"Liquid dielectric transformers > 10,000 KVA",809145.6,Transportation,850423
194,850431,0.03466496518302483,0.10581742314483482,1.3364789808924549,2.7383343883161744,-0.4753268965423541,-0.1529155350857176,"Transformers electric, power capacity < 1 KVA, nes",557536.6,Transportation,850431
195,850432,0.01881109253704045,0.1460110553789274,1.076926204762501,1.2103320987355322,0.23629885412848214,-0.0745176969629491,"Transformers electric, power capacity 1-16 KVA, nes",37097.0,Transportation,850432
196,850433,0.042283535830846236,0.2143461076144898,0.6075197040105587,0.5266633856501028,-0.2663851773641752,-0.11735007652146,"Transformers electric, power capacity 16-500 KVA",167000.2,Transportation,850433
197,850434,0.1085522382587435,0.6105873444087943,1.523620726717684,0.8976973776313062,0.476676977090413,0.012345386624295213,"Transformers electric, power capacity > 500 KVA, nes",622830.2,Transportation,850434
198,850590,0.03265282905241841,0.11918922215868792,2.077131376411174,1.1836671573382962,1.1743241282693653,0.2483794502163318,Electro-magnets nes and parts of magnetic devices,306098.6,Transportation,850590
199,850619,0.003028573882047708,0.012288307915876654,1.0680902072537004,1.0746341430669508,0.8098375513599024,0.21335801574181334,"Primary cells, primary batteries nes, volume < 300 cc",35586.6,Transportation,850619
200,850720,0.030307868549159806,0.07216114588693852,0.95549284009674,2.2151329625875893,-0.06497666489508976,0.007226967964731702,Lead-acid electric accumulators except for vehicles,744646.6,Transportation,850720
201,850980,0.010426463962418605,0.008185818116244426,1.7402432687906533,3.15265380090806,0.8772974215483941,0.16298033857275396,"Domestic appliances, with electric motor, nes",183325.2,Transportation,850980
202,870290,0.05753343266968083,0.6966643246725486,0.4858601560270615,1.141478456327549,0.6315253654988877,0.09939636751630528,Buses except diesel powered,549312.2,Transportation,870290
203,870390,0.0002100336383583412,0.5677851770605443,1.7958344071792829,0.0487480016528726,1.630275117890805,0.39242310167200223,Other Vehicles Including Gas Turbine Powered,17062.0,Transportation,870390
204,890790,0.0658758668478363,1.0423279758479174,0.23688068898631096,0.8523307546607755,-0.14472592569360504,-0.03035112119163268,"Buoys, beacons, coffer-dams, pontoons, floats nes",252427.2,Precision Instruments,890790
205,901530,0.004084157538281473,0.01829587909499606,3.370005917965905,2.0779130199487357,1.4014086274887934,0.2596814755528554,Surveying levels,6734.2,Precision Instruments,901530
206,901540,0.11164015490703108,0.08257557349715908,1.3406738548085009,0.30955951935333925,-0.09376171934617153,0.12760328222176853,"Photogrammetrical surveying instruments, appliances",68982.8,Precision Instruments,901540
207,901590,0.047029366251493836,0.1528810952168655,0.7884402418896035,0.5281373606650571,-0.9326298564124323,0.05779008793947742,Parts and accessories for surveying etc instruments,369209.2,Precision Instruments,901590
208,902830,0.04571064322643107,0.21095300967245173,0.12629529859441513,1.5443788856348373,-0.4394283709216464,-0.05234447802491395,"Electricity supply, production and calibrating meters",503939.0,Precision Instruments,902830
209,902890,0.2380320763378481,0.25679200422396764,0.6618073496192385,1.2307950843284086,0.18367760403186215,-0.09119873476428328,"Parts, accessories for gas, liquid, electricity meter",1747020.6,Precision Instruments,902890
210,903020,0.003204740937088368,0.031823416060273564,1.0510180549566093,1.0856975410299257,1.1213844420553332,0.2966989494554834,"Cathode-ray oscilloscopes, oscillographs",8286.0,Precision Instruments,903020
211,903031,0.005626070143412997,0.04812474832700276,1.4666672610567626,1.9732480187290729,0.8625913890746014,0.2181349457156552,Electrical multimeters,12011.0,Precision Instruments,903031
212,903039,0.11108177360737784,0.08828483148435662,2.280051418735224,0.8324669593557581,1.0504264356918689,0.2144805043682129,"Ammeters, voltmeters, ohm meters, etc, non-recording",821557.8,Precision Instruments,903039
213,903089,0.02019422999793825,0.02675251312275225,0.5974395990988692,0.4690835065806926,1.4193507725744914,0.2851434182481464,Electrical measurement instruments nes,374086.2,Precision Instruments,903089
214,903081,0.07257089557025494,0.12400313173118716,1.9857549522132545,0.5928988033784733,0.7836842807762826,0.2036677874784114,Electrical measurement recording instruments,610644.8,Precision Instruments,903081
215,903090,0.010636864004006862,0.02243422077963875,0.8313449063641049,0.4120579760479797,1.0717235208479237,0.2182797511497867,"Parts & accessories, electrical measuring instruments",217719.4,Precision Instruments,903090
216,903110,0.09189098880734782,0.0627390040034118,2.191125564806045,0.5478245178356144,1.9209977473709308,0.42732532172750415,"Machines for balancing mechanical parts, nes",203637.6,Precision Instruments,903110
217,903120,0.047488496505129804,0.16650184333092746,4.5511370091667365,0.15499425741635686,0.7035847122386356,0.2402649818678712,Test benches for measuring or checking equipment,317841.0,Precision Instruments,903120
218,903140,0.023209989547419745,0.03738776318456157,2.3399984650294843,0.32625758933037924,1.6752529555305526,0.4403255722901658,"Optical instruments and appliances, nes",817332.4,Precision Instruments,903140
219,940510,0.06597333479494161,0.0366549618537423,0.7934415356682606,3.416923199660045,0.8067236588456548,0.10887523753561056,"Chandeliers, other electric ceiling or wall lights",3833504.2,Miscellaneous Manufactured Articles,940510
220,940520,0.010244532338038776,0.00999537556848732,0.5595124194649321,5.03171526578646,0.10475850455615578,0.018079892465795826,"Electric table, desk, bedside and floor lamps",128461.6,Miscellaneous Manufactured Articles,940520
221,940540,0.02222764088468751,0.03475962805200832,0.8136009637246805,4.337251196196911,0.3302075039302731,0.04507542340309465,"Electric lamps, lighting fittings, nes",1702914.4,Miscellaneous Manufactured Articles,940540
222,950720,0.0,0.0017206765967020662,0.07899763793149382,2.487539012201152,-1.2473558025248186,-0.1781094169021452,"Fish-hooks, whether or not snelled",0.0,Miscellaneous Manufactured Articles,950720
223,392030,1.251165961044042,0.08208619187286766,2.2131323612224048,0.4772081559606715,0.6111518840666633,0.08255328916085859,Sheet/film not cellular/reinf polymers of styrene,9019753.0,"Plastics, Rubbers",392030
224,392111,0.014259274915765676,0.016469133549259298,2.4547752873911124,0.4692288921660638,0.2503531369137421,-0.006925492235783447,"Sheet etc, cellular of polymers of styrene",60923.6,"Plastics, Rubbers",392111
225,392113,0.034744815511859414,0.0746646380092383,1.5658102628527268,0.7746241419915696,0.7185317541947417,0.11005691637579393,"Sheet etc, cellular of polyurethane",434281.6,"Plastics, Rubbers",392113
226,392510,0.13628187645644718,0.6195845535519996,2.289205918852028,0.2257486745173341,0.005812692899155225,-0.007883730290455419,"Plastic reservoirs, tanks, vats, etc, capacity <300l",414281.6,"Plastics, Rubbers",392510
227,400259,0.3381126566292213,0.4500761244580659,0.6369922518770581,0.16515378785741094,1.6347807577777798,0.3428908128689485,Acrylonitrile-butadiene rubber (NBR) except as latex,1178217.0,"Raw Hides, Skins, Leather and Furs",400259
228,450490,0.5480112039778706,0.6506281407399886,0.5259107207957422,1.369875979253261,-0.7182472537621759,-0.034237071982189685,Articles of agglomerated cork,249736.2,Wood and Wood Products,450490
229,530599,0.0,6.1827466614019855,0.04900369585389893,0.10027566526509156,-2.0835078752614646,-0.19000631647889424,"Vegetable fibre nes, processed not spun, tow & waste",0.0,Textiles,530599
230,540500,0.0,0.1385828788445882,0.6686711130770739,0.973843526618878,0.4038318425059668,0.09136089991461614,"Artif monofilament >67dtex t<1mm, strip, straws t<5mm",0.0,Textiles,540500
231,560790,0.02377651133447106,0.1604190175956769,0.18024732694371756,1.4747000345468342,-1.42964472504368,-0.3401896224257267,"Twine, cordage, ropes and cables, of other materials",28749.8,Textiles,560790
232,560890,0.023060793914502244,0.7503041354064943,0.17424870592150352,2.031671907406894,-1.0566796405052346,-0.3219191799057073,"Knotted netting, nets, of of natural materials",11841.6,Textiles,560890
233,680610,0.012714179230202674,0.09530748639997694,0.9979600201896978,0.62367217844934,0.924635236785362,0.0946618433868791,"Slag wool, rock wool, similar wools, bulk, sheet, rol",104063.8,"Stone, Glass, Cement, Ceramics",680610
234,680690,0.07900296551782975,0.3313926883373666,2.715633283464852,0.5699904371605625,1.5204776538884757,0.39736571061318143,Mineral heat or sound insulating materials & articles,457932.0,"Stone, Glass, Cement, Ceramics",680690
235,680800,0.008954426308655445,0.01573362065518875,0.7965135607862894,1.9627511276696008,0.19850860969760986,-0.06188641724452506,"Boards, etc of veg fibre with mineral binder or cemen",14761.6,"Stone, Glass, Cement, Ceramics",680800
236,681011,0.16173146292099502,0.027835435980240717,1.8006279425129803,1.1829651294008123,-0.08447432714425608,-0.061017896989310115,"Building blocks, bricks of cement, or artificial ston",433720.2,"Stone, Glass, Cement, Ceramics",681011
237,681019,0.5077197146037621,0.03875976310665896,0.7477620585393691,1.9558347064870911,-0.05046884026123245,-0.11681351732446647,"Tiles & flagstones of cement, concrete, artificial stone",2610147.0,"Stone, Glass, Cement, Ceramics",681019
238,681091,0.04377745530085555,0.030133290232097182,2.0747316523081882,1.5163732301192934,0.4425068671315912,0.030653642819840093,Prefabricated structural items of cement or concrete,329155.6,"Stone, Glass, Cement, Ceramics",681091
239,700991,0.3615537773935267,0.10863377455643804,0.8713946147144173,3.6543440197704826,-0.1162190458745713,-0.045879138316758265,"Glass mirrors, unframed",1113186.0,"Natural or Cultured Pearls, Precious Metals",700991
240,700992,0.020937401515683945,0.03461452074424766,0.413626717572972,4.900470292896014,-0.16713195794372082,-0.044087432521797656,"Glass mirrors, framed",108257.4,"Natural or Cultured Pearls, Precious Metals",700992
241,701939,0.6749157783832415,0.06323627281256956,0.5685877990657076,1.30651537805808,0.6436353473902859,0.07254383760261253,"Webs, mattresses, other nonwoven fibreglass products",4504833.8,"Natural or Cultured Pearls, Precious Metals",701939
242,730210,0.19954453752308432,0.01018122737475912,0.18246997845882532,1.0285510750109652,0.6186785575571386,0.15336106083099427,"Railway/tramway rails, iron or steel",1709809.6,Base Metals,730210
243,730230,0.0,0.10692278698885713,1.739814715149086,0.7295035020931229,0.4479868494657477,0.13470096119420555,"Railway/tramway switch/crossing material, iron/steel",0.0,Base Metals,730230
244,730240,0.0,1.2296305268971208,0.7483309965322765,0.9230672262024572,0.1817082961380521,0.023503822723493405,"Railway fish plates and sole plates, iron or steel",0.0,Base Metals,730240
245,730290,0.0031567405960035745,0.7109263638280647,1.5944960037978515,0.7516762410941962,-0.08823703287593224,-0.042212542772808836,"Rail/tramway construction material of iron/steel, nes",5462.2,Base Metals,730290
246,730890,0.105706096038839,0.1663083321192187,1.0099804327616426,1.8323567969197043,0.1825387162810025,-0.061080601613909324,"Structures and parts of structures, iron or steel, ne",12497980.0,Base Metals,730890
247,732113,0.04721558733410032,0.13516257234654366,0.5284104392339555,4.888517305641668,-0.5183269387972153,0.03399454865190985,"Cooking appliances for solid fuel, iron or steel",144010.2,Base Metals,732113
248,732183,0.07866804801761225,0.04283065870053852,0.694027757262525,1.3384507996463626,0.4407104478151552,0.034006394317585883,"Domestic iron/steel solid fuel appliances, not cooker",412329.6,Base Metals,732183
249,761090,0.0582691026667427,0.042049390308093335,1.8470337863665856,1.8649934354095656,0.3362872692530025,-0.01204870255762136,"Aluminium structures and parts nes, for construction",1623486.6,Base Metals,761090
250,830630,0.014013158230089973,0.014111598306747703,0.8797314041905392,4.099427918469772,0.059598048670081324,0.02820356622282614,"Photograph, picture, etc frames, mirrors of base meta",14602.6,"Machinery, Electrical",830630
251,850220,0.14799714939509798,0.019169526666935777,1.503910794073495,2.5510588978194124,0.5988844120153279,0.12483072028747585,"Generating sets, with spark ignition engines",1979392.4,Transportation,850220
252,853010,0.0012108449669695947,0.3853663872294264,2.4470219993653792,0.5509780791523871,0.8018752426410365,0.16711333133455042,"Electric signal, safety & traffic controls, railway",3049.0,Transportation,853010
253,853080,0.08026474255292054,0.2438206455396726,1.2381641154916496,0.8243195350461663,0.6493083183199077,0.02461330509370778,"Electric signal, safety & traffic controls, nes",269270.8,Transportation,853080
254,853090,0.02102094186314581,0.03667605604371767,1.1409730569090788,0.4530482276315017,1.0094809159563087,0.21317928563770816,"Electric signal, safety & traffic controller parts",76022.2,Transportation,853090
255,853720,0.3065126820749816,0.7114874911632294,2.0707329670308554,1.1843288656509745,0.09742840124712274,-0.12744226122240065,"Electrical control and distribution boards, > 1kV",7166665.8,Transportation,853720
256,853921,0.011665937463312414,0.018330847916901163,3.3076010497831985,1.796348341981275,1.3957717328762616,0.21612900320878356,"Filament lamps, tungsten halogen",98881.8,Transportation,853921
257,853939,0.015807125910955434,0.1613416336952437,1.6662985401010824,2.080535754355588,0.9566119999169872,0.2560560982831042,"Discharge lamps, other than ultra-violet lamps, nes",90272.4,Transportation,853939
258,860110,0.0,0.0,4.147932958233727,1.8854409883794607,1.117412141122779,0.2609896924622037,"Rail locomotives, externally electrically powered",0.0,Transportation,860110
259,860120,0.0,0.0,1.7189017521400796,4.339782353267147,0.01920421103925035,0.05947956514045207,Rail locomotives powered by electric accumulators,0.0,Transportation,860120
260,860210,0.0,0.8576262606249968,0.487684786650231,1.111759873084949,-0.4910146238714434,0.028358861421084233,"Rail locomotives, diesel-electric",0.0,Transportation,860210
261,860290,0.0,0.09023905039424823,3.03270766046507,1.550020931830543,-0.3296623375622984,0.019083002802661682,Rail locomotives non-electric and locomotive tenders,0.0,Transportation,860290
262,860310,0.00011878338949877651,0.7628230431992677,2.355897154717733,1.2634640148550778,1.5749345187227366,0.3933279438223965,"Self-propelled railway cars, external electric power",2320.4,Transportation,860310
263,860390,0.0,0.0001612718281244202,0.8644861749720035,1.5435849314809973,0.7285471149117262,0.207854068470864,Self-propelled railway cars except external electric,0.0,Transportation,860390
264,860400,0.07378162089774955,0.018554342424159587,1.7734508769300388,0.359449817342683,0.381279278070829,0.30918768857980056,Railway maintenance-of-way service vehicles,298140.6,Transportation,860400
265,860500,0.0,1.0504725018549694,2.4979265519844107,1.0577320524537794,0.34230018827197395,0.1343266353226258,Railway passenger and special purpose coaches,0.0,Transportation,860500
266,860610,0.0,0.09657253149003464,0.21977280202025615,0.06602050396394686,0.5023069335434172,0.08976781874137564,Railway tank cars,0.0,Transportation,860610
267,860630,0.0,0.1498507680982186,0.07454197573640704,1.3641482365331086,-0.14827921526869148,0.04166771821072586,"Railway cars, self-discharging, nes",0.0,Transportation,860630
268,860691,0.0,0.015048056899900263,0.25106687832238683,0.3470640105314888,0.07167163244471436,0.025467710233437788,"Railway cars nes, closed and covered",0.0,Transportation,860691
269,860692,0.0,0.5974751148781636,0.1415081463796615,2.5927568876031937,-0.16102444723852594,-0.004468585951555371,"Railway cars nes, open, with sides > 60 cm high",0.0,Transportation,860692
270,860699,0.0,0.05184446258779985,0.8146767887531672,1.0989872155404905,-0.009317092706345986,-0.003553529052537207,Railway cars nes,0.0,Transportation,860699
271,860711,0.0,0.4301850241635934,2.3044424315958847,0.2869233538398929,1.182855767199684,0.3481833069099278,Railway & tramway driving bogies  & bissel-bogies,0.0,Transportation,860711
272,860712,0.0,0.08635934481953758,2.5160417054443367,0.4050722955230247,0.6385877700183575,0.1991452116606672,"Railway & tramway bogies & bissel-bogies, non-driving",0.0,Transportation,860712
273,860719,0.013033908548147037,0.6605804849653277,1.313358145283143,0.8563540893797617,1.0071943125892506,0.21011683383009871,"Railway & tramway axles, wheels and parts",146341.6,Transportation,860719
274,860721,0.22479456933030847,0.20731451249567914,3.757629935279564,0.2007225368475478,1.1455856352695428,0.29027431862998193,"Air brakes, parts for railway rolling stock",1332897.8,Transportation,860721
275,860729,4.724991956045407,0.3488547213171755,1.3572720057208756,0.4114863383901928,0.4938493284593665,0.14117159350669573,"Brakes except air, parts for railway rolling stock",4945831.8,Transportation,860729
276,860730,0.021243758078100677,0.32793872919625283,2.4640266853316493,0.8776912786151301,1.4481224319775192,0.381270253914598,"Coupling devices, parts for railway rolling stock",60190.6,Transportation,860730
277,860791,0.0202985411418575,0.10387302156706303,1.6572690752206656,1.5143034698782434,1.0775399985785552,0.17485683647799555,Railway locomotive parts nes,72640.2,Transportation,860791
278,860799,0.002241365964564246,0.19832532625264576,1.7747872487712981,0.4937265048128933,1.6933397820022047,0.3722636466347545,Railway rolling stock parts nes,29101.0,Transportation,860799
279,860800,0.0744422541055472,0.2451700212337068,1.4682662175519516,0.8419379066669512,0.4689507599508987,0.027451355509885304,"Signals etc for rail, tram, water-way, port, airfield",250348.8,Transportation,860800
280,871200,0.0033083046245195517,0.007307319643385494,0.9977546257591892,3.2064942553194475,-0.35323993252370745,-0.09157964846973793,"Bicycles, other cycles, not motorized",85158.8,Transportation,871200
281,871411,0.0,0.0,0.10849929177919522,3.675543347684721,-1.195800081532244,-0.07349929168307437,Motorcycle saddles,0.0,Transportation,871411
282,871419,0.055303784285141024,0.1097284269149648,0.41185262177773657,2.7467685651666662,0.18836070665246693,0.09341076471170393,Motorcycle parts except saddles,1467933.8,Transportation,871419
283,871420,0.00417917855591106,0.017982747782499843,1.1352834211067098,2.000074898130378,0.6983156284234739,0.06576244978790423,Wheelchair parts,12286.2,Transportation,871420
284,871491,0.0013569929244443527,0.007097951719306302,0.3000684852488918,4.714077874414741,-0.6060087810272994,-0.021989437328688417,"Bicycle frames and forks, and parts thereof",8199.8,Transportation,871491
285,871492,0.007179701958138574,0.025845438610443843,0.4960700084754739,3.1976237836118884,-0.3220974547885636,-0.12217484584960693,Bicycle wheel rims and spokes,11120.6,Transportation,871492
286,871493,0.003482853334504232,0.014918810964474463,0.5493725951772803,1.7671417422127866,0.841423123572365,0.165253030417431,"Bicycle hubs, free-wheel sprocket wheels",7068.2,Transportation,871493
287,871494,0.002350877714023057,0.014354071036869797,0.8143275375516004,1.2871048152214912,0.8461907355222861,0.15859370420952895,"Bicycle brakes, parts thereof",7434.0,Transportation,871494
288,871495,0.004750694950937823,0.1491853079191525,0.4123749307058637,2.764256184585684,-0.13063919596320675,-0.02566923707404856,Bicycle saddles,5084.6,Transportation,871495
289,871496,0.0021910487506510198,0.02871154345000941,0.5668823928404843,1.4780694748433603,0.5084394272201641,0.07678551706403193,"Bicycle pedals/crank-gear, parts thereof",5703.4,Transportation,871496
290,871499,0.002701877836539782,0.01013690407688687,0.7869965624128107,1.67112237980756,0.4264397915302579,0.05478879249286101,Bicycle parts nes,30380.4,Transportation,871499
291,871639,0.08322635090518687,0.5799705664833307,3.944782634176329,0.5076093656199179,0.7122923667352776,0.12817942312426964,Trailers nes for the transport of goods,2804133.4,Transportation,871639
292,900580,0.012932704607019323,0.006838714957292685,1.3685958554060325,2.0585900529711214,0.9035991098117064,0.17654667992708786,"Monoculars, telescopes, etc",20030.4,Precision Instruments,900580
